comic_id,A1Q1,A1Q2,A1Q3,A1Q4,A1Q5,A2Q1,A2Q2,A2Q3,A2Q4,A2Q5,A3Q1,A3Q2,A3Q3,A3Q4,A3Q5,A4Q1,A4Q2,A4Q3,A4Q4,A4Q5,A5Q1,A5Q2,A5Q3,A5Q4,A5Q5,A6Q1,A6Q2,A6Q3,A6Q4,A6Q5,A7Q1,A7Q2,A7Q3,A7Q4,A7Q5,A8Q1,A8Q2,A8Q3,A8Q4,A8Q5,A9Q1,A9Q2,A9Q3,A9Q4,A9Q5,A10Q1,A10Q2,A10Q3,A10Q4,A10Q5,A11Q1,A11Q2,A11Q3,A11Q4,A11Q5,A12Q1,A12Q2,A12Q3,A12Q4,A12Q5
phdcomics_1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['6'],['Text'],['Surprise'],['Yes'],['Absent'],['6'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['4'],['Text'],['Exaggeration'],['Yes'],"['Present, contribute']",['4'],['Text'],['Exaggeration'],,,,,,,,,,,,,,,,,,,,
phdcomics_1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Comparison', 'Pun']",['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Comparison', 'Pun']",['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Pun', 'Comparison']",,,,,,,,,,,,,,,
phdcomics_1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Exaggeration']",['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Surprise']",,,,,,,,,,,,,,,,,,,,
phdcomics_1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Sarcasm']",['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Sarcasm']",,,,,,,,,,,,,,,,,,,,
phdcomics_1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['4'],"['Text', 'Visual']",['Exaggeration'],['Yes'],['Absent'],['4'],['Visual'],"['Exaggeration', 'Dark']",,,,,,,,,,,,,,,,,,,,
phdcomics_1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['3'],['Visual'],['Surprise'],['Yes'],['Absent'],['3'],['Visual'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['4'],['Visual'],"['Surprise', 'Comparison', 'Silliness']",['Yes'],['Absent'],['4'],['Visual'],"['Surprise', 'Comparison', 'Silliness']",['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Silliness', 'Surprise', 'Comparison']",,,,,,,,,,,,,,,
phdcomics_1325,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['2'],"['Text', 'Visual']","['Comparison', 'Exaggeration', 'Silliness']",,,,,,,,,,,['Yes'],"['Present, contribute']",['3'],['Visual'],"['Comparison', 'Exaggeration']",['Yes'],"['Present, contribute']",['2'],['Text'],['Comparison'],,,,,,,,,,,,,,,,,,,,
phdcomics_1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['1'],['Text'],['Comparison'],['Yes'],"['Present, contribute']",['1'],['Text'],['Comparison'],,,,,,,,,,,,,,,,,,,,
phdcomics_1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['4'],['Text'],['Exaggeration'],['Yes'],['Absent'],['4'],"['Text', 'Visual']",['Exaggeration'],,,,,,,,,,,,,,,,,,,,
phdcomics_1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Surprise'],['Yes'],['Absent'],['1'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Comparison']",['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Comparison']",['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Comparison']",,,,,,,,,,,,,,,
phdcomics_1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Comparison'],['Yes'],['Absent'],['2'],['Visual'],"['Comparison', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,
phdcomics_1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],['Surprise'],['Yes'],['Absent'],['2'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['3'],['Text'],['Surprise'],['Yes'],"['Present, contribute']",['3'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Sarcasm'],['Yes'],['Absent'],['1'],['Text'],['Sarcasm'],,,,,,,,,,,,,,,,,,,,
phdcomics_1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Visual'],['Comparison'],['Yes'],['Absent'],['2'],['Visual'],['Comparison'],['Yes'],['Absent'],['2'],['Visual'],"['Silliness', 'Comparison']",,,,,,,,,,,,,,,
phdcomics_1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Exaggeration'],['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Exaggeration'],,,,,,,,,,,,,,,,,,,,
phdcomics_1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, do not contribute']",['4'],['Text'],['Surprise'],['Yes'],"['Present, do not contribute']",['4'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Exaggeration', 'Surprise']",['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Comparison', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,
phdcomics_1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],['Comparison'],['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Comparison'],,,,,,,,,,,,,,,,,,,,
phdcomics_1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['6'],"['Text', 'Visual']",['Comparison'],['Yes'],['Absent'],['6'],"['Text', 'Visual']",['Comparison'],,,,,,,,,,,,,,,,,,,,
phdcomics_1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Surprise'],['Yes'],['Absent'],['1'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],['Surprise'],['Yes'],['Absent'],['2'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['3'],['Text'],['Pun'],['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Comparison', 'Pun']",,,,,,,,,,,,,,,,,,,,
phdcomics_1655,,,,,,,,,,,,,,,,['Yes'],['Absent'],['3'],['Text'],['Surprise'],,,,,,,,,,,['Yes'],['Absent'],['3'],['Text'],['Surprise'],['Yes'],"['Present, contribute']",['2'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Dark'],['Yes'],['Absent'],['1'],['Text'],['Dark'],['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Dark']",,,,,,,,,,,,,,,
phdcomics_1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Comparison', 'Surprise']",['Yes'],['Absent'],['2'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['2'],"['Text', 'Visual']",['Exaggeration'],['Yes'],"['Present, contribute']",['2'],"['Text', 'Visual']",['Exaggeration'],,,,,,,,,,,,,,,,,,,,
phdcomics_1706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Comparison']",['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Comparison']",['Yes'],['Absent'],['2'],['Text'],"['Silliness', 'Exaggeration', 'Comparison']",,,,,,,,,,,,,,,
phdcomics_1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Comparison'],['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Comparison'],,,,,,,,,,,,,,,,,,,,
phdcomics_1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Surprise'],['Yes'],['Absent'],['1'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Pun'],['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Pun'],,,,,,,,,,,,,,,,,,,,
phdcomics_1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Pun', 'Surprise']",['Yes'],['Absent'],['1'],['Text'],"['Pun', 'Surprise']",,,,,,,,,,,,,,,,,,,,
phdcomics_1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Comparison'],['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Comparison'],,,,,,,,,,,,,,,,,,,,
phdcomics_1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['4'],['Visual'],['Surprise'],['Yes'],"['Present, contribute']",['4'],['Visual'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1827,,,,,,,,,,,,,,,,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Surprise', 'Comparison']",,,,,,,,,,,['Yes'],['Absent'],['1'],['Visual'],['Surprise'],['Yes'],['Absent'],['3'],['Visual'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Surprise'],['Yes'],['Absent'],['1'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['2'],"['Text', 'Visual']","['Surprise', 'Exaggeration']",['Yes'],"['Present, contribute']",['2'],"['Text', 'Visual']","['Surprise', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,
phdcomics_1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Surprise']",['Yes'],['Absent'],['1'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
phdcomics_1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Visual'],['Comparison'],['Yes'],['Absent'],['1'],['Visual'],['Comparison'],,,,,,,,,,,,,,,,,,,,
phdcomics_1944,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['3'],"['Text', 'Visual']","['Comparison', 'Exaggeration', 'Surprise']",,,,,,,,,,,['Yes'],['Absent'],['1'],['Visual'],"['Comparison', 'Exaggeration']",['Yes'],"['Present, contribute']",['3'],"['Text', 'Visual']","['Comparison', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,
phdcomics_1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['4'],['Text'],"['Personification', 'Surprise']",['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Personification', 'Surprise']",,,,,,,,,,,,,,,,,,,,
phdcomics_1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['2'],['Text'],['Exaggeration'],['Yes'],"['Present, contribute']",['2'],['Text'],['Exaggeration'],,,,,,,,,,,,,,,,,,,,
phdcomics_1982,,,,,,,,,,,,,,,,['Yes'],['Absent'],['3'],"['Text', 'Visual']",['Comparison'],,,,,,,,,,,['Yes'],['Absent'],['3'],['Text'],"['Pun', 'Surprise']",['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Comparison'],,,,,,,,,,,,,,,,,,,,
phdcomics_2003,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['3'],"['Text', 'Visual']","['Exaggeration', 'Comparison']",,,,,,,,,,,['Yes'],"['Present, contribute']",['3'],"['Text', 'Visual']","['Comparison', 'Exaggeration']",['Yes'],"['Present, contribute']",['3'],"['Text', 'Visual']","['Comparison', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,
phdcomics_2016,,,,,,,,,,,,,,,,['Yes'],['Absent'],['4'],"['Text', 'Visual']",['Exaggeration'],,,,,,,,,,,['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Comparison', 'Exaggeration']",['No'],['Absent'],['NA'],['NA'],['NA'],,,,,,,,,,,,,,,,,,,,
phdcomics_2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['3'],['Text'],"['Silliness', 'Surprise']",['Yes'],['Absent'],['3'],['Text'],"['Silliness', 'Surprise']",,,,,,,,,,,,,,,,,,,,
phdcomics_2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['3'],['Text'],['Surprise'],['Yes'],['Absent'],['3'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
smbc_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Personification', 'Surprise']",['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Silliness', 'Surprise']",,,,,,,,,,,,,,,,,,,,
smbc_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Surprise'],['Yes'],['Absent'],['1'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
smbc_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['1'],['Text'],"['Comparison', 'Silliness']",['Yes'],"['Present, contribute']",['1'],"['Text', 'Visual']","['Comparison', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,
smbc_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['1'],['Text'],"['Silliness', 'Personification', 'Comparison']",['Yes'],"['Present, contribute']",['1'],['Text'],"['Silliness', 'Personification', 'Comparison']",['Yes'],"['Present, contribute']",['1'],['Text'],"['Silliness', 'Personification', 'Comparison']",,,,,,,,,,,,,,,
smbc_126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Exaggeration'],['Yes'],['Absent'],['1'],['Text'],['Exaggeration'],,,,,,,,,,,,,,,,,,,,
smbc_181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Dark'],['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Dark'],,,,,,,,,,,,,,,,,,,,
smbc_280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['7'],['Text'],"['Exaggeration', 'Dark']",['Yes'],['Absent'],['7'],"['Text', 'Visual']","['Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,
smbc_318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['7'],['Visual'],"['Comparison', 'Surprise']",['Yes'],['Absent'],['7'],['Visual'],"['Comparison', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,
smbc_349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Dark']",['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,
smbc_474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Comparison']",['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Comparison']",['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Comparison']",,,,,,,,,,,,,,,
smbc_584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Comparison'],['Yes'],['Absent'],['1'],['Text'],['Comparison'],,,,,,,,,,,,,,,,,,,,
smbc_634,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Surprise']",,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Comparison', 'Exaggeration', 'Silliness']",,,,,,,,,,,,,,,,,,,,
smbc_705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Comparison', 'Dark']",['Yes'],['Absent'],['2'],['Text'],"['Comparison', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,
smbc_774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Dark'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,
smbc_806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['7'],['Text'],"['Surprise', 'Dark']",['Yes'],['Absent'],['7'],"['Text', 'Visual']","['Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,
smbc_834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Exaggeration']",['Yes'],['Absent'],['1'],['Text'],['Comparison'],,,,,,,,,,,,,,,,,,,,
smbc_906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['8'],['Text'],"['Exaggeration', 'Dark']",['Yes'],['Absent'],['8'],"['Text', 'Visual']","['Exaggeration', 'Silliness']",,,,,,,,,,,,,,,,,,,,
smbc_961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Dark']",['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Dark']",,,,,,,,,,,,,,,,,,,,
smbc_1025,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Surprise']",,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Surprise'],['No'],['Absent'],['NA'],['NA'],['NA'],['No'],['Absent'],['NA'],['NA'],['NA'],,,,,,,,,,,,,,,
smbc_1112,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Pun', 'Surprise']",,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,
smbc_1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Exaggeration']",['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Surprise']",,,,,,,,,,,,,,,,,,,,
smbc_1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Comparison'],['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,
smbc_1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Exaggeration', 'Surprise', 'Dark']",['Yes'],['Absent'],['2'],['Visual'],"['Silliness', 'Surprise']",,,,,,,,,,,,,,,,,,,,
smbc_1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['1'],['Visual'],['Surprise'],['Yes'],"['Present, contribute']",['1'],['Visual'],['Surprise'],,,,,,,,,,,,,,,,,,,,
smbc_1433,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['1'],"['Text', 'Visual']","['Exaggeration', 'Surprise', 'Dark']",,,,,,,,,,,['Yes'],"['Present, contribute']",['1'],"['Text', 'Visual']","['Silliness', 'Dark']",['Yes'],['Absent'],['1'],['Visual'],['Pun'],,,,,,,,,,,,,,,,,,,,
smbc_1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Surprise'],['Yes'],['Absent'],['1'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
smbc_1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Comparison'],['Yes'],['Absent'],['1'],['Text'],['Comparison'],,,,,,,,,,,,,,,,,,,,
smbc_1647,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['10'],"['Text', 'Visual']","['Comparison', 'Surprise']",,,,,,,,,,,['Yes'],['Absent'],['10'],['Text'],"['Comparison', 'Pun', 'Sarcasm']",['Yes'],['Absent'],['10'],"['Text', 'Visual']","['Comparison', 'Sarcasm', 'Dark']",,,,,,,,,,,,,,,,,,,,
smbc_1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Comparison', 'Exaggeration']",['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Comparison']",,,,,,,,,,,,,,,,,,,,
smbc_1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Surprise']",['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Surprise']",,,,,,,,,,,,,,,,,,,,
smbc_1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Sarcasm'],['Yes'],['Absent'],['1'],['Text'],['Sarcasm'],,,,,,,,,,,,,,,,,,,,
smbc_1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Silliness'],['Yes'],['Absent'],['1'],['Text'],['Silliness'],,,,,,,,,,,,,,,,,,,,
smbc_2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['3'],['Text'],"['Silliness', 'Surprise', 'Dark']",['Yes'],['Absent'],['3'],['Text'],"['Exaggeration', 'Dark']",,,,,,,,,,,,,,,,,,,,
smbc_2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Silliness'],['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Exaggeration', 'Silliness']",,,,,,,,,,,,,,,,,,,,
smbc_2226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Comparison'],['Yes'],['Absent'],['1'],['Text'],['Comparison'],,,,,,,,,,,,,,,,,,,,
smbc_2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],['Surprise'],['Yes'],['Absent'],['2'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
smbc_2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Dark']",['Yes'],['Absent'],['1'],['Text'],['Dark'],,,,,,,,,,,,,,,,,,,,
smbc_2464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Personification', 'Surprise', 'Dark']",['Yes'],['Absent'],['2'],['Text'],"['Personification', 'Surprise']",,,,,,,,,,,,,,,,,,,,
smbc_2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Surprise'],['Yes'],['Absent'],['1'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
smbc_2601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Sarcasm'],['Yes'],['Absent'],['1'],['Text'],['Sarcasm'],,,,,,,,,,,,,,,,,,,,
smbc_2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Personification']",['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Personification']",,,,,,,,,,,,,,,,,,,,
smbc_2678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Exaggeration'],['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Exaggeration', 'Silliness']",,,,,,,,,,,,,,,,,,,,
smbc_2720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Surprise'],['Yes'],['Absent'],['1'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
smbc_2782,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Surprise']",,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Surprise']",['Yes'],"['Present, contribute']",['1'],"['Text', 'Visual']","['Comparison', 'Dark']",,,,,,,,,,,,,,,,,,,,
smbc_2852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['3'],['Text'],['Exaggeration'],['Yes'],['Absent'],['3'],['Text'],['Exaggeration'],,,,,,,,,,,,,,,,,,,,
smbc_2904,,,,,,,,,,,,,,,,['Yes'],['Absent'],['4'],['Text'],"['Personification', 'Exaggeration', 'Surprise']",,,,,,,,,,,['Yes'],['Absent'],['4'],['Text'],"['Personification', 'Surprise']",['Yes'],"['Present, contribute']",['2'],"['Text', 'Visual']","['Personification', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,
smbc_2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['3'],['Text'],['Surprise'],['Yes'],['Absent'],['3'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
smbc_2972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Pun'],['Yes'],['Absent'],['1'],['Text'],['Pun'],,,,,,,,,,,,,,,,,,,,
smbc_3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Surprise'],['Yes'],['Absent'],['1'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,
smbc_3086,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Surprise', 'Silliness']",,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Surprise']",['No'],['Absent'],['NA'],['NA'],['NA'],,,,,,,,,,,,,,,,,,,,
